Headline,Crypto,Positive,Negative,Neutral
"Crypto Price Analysis Mar-8: ETH, XRP, ADA, SOL, and BNB - CryptoPotato",eth,0.03790063410997391,0.015420190989971161,0.015420190989971161
Crypto Exuberance Is Hitting Overdrive as Ether ETF Battle Looms - Bloomberg,eth,0.14241519570350647,0.04801288992166519,0.04801288992166519
MATIC Price Climbs to $1.17: Will It Still Mirror Ethereum's Moves? - BeInCrypto,eth,0.416023313999176,0.015667608007788658,0.015667608007788658
"Ethereum Addresses In Profit Top 94%, ATH Now In View - The Crypto Basic",eth,0.14869838953018188,0.017713740468025208,0.017713740468025208
"Ethereum Breaches $3,500; Can ETH Hit $4,000 Next? - Watcher Guru",eth,0.09505162388086319,0.035181865096092224,0.035181865096092224
Rare alien CryptoPunk sells for $16M worth of Ethereum - Cointelegraph,eth,0.06458579003810883,0.010509825311601162,0.010509825311601162
Ethereum Foundation Makes Unexpected $13 Million Move: Dump Incoming? - U.Today,eth,0.06511055678129196,0.03944505378603935,0.03944505378603935
Key Cardano Priorities for March 2024 Co-Signed by ADA Creator - U.Today,cardano,0.12596066296100616,0.008990275673568249,0.008990275673568249
Trader's Interest Over Cardano Surges! Here's What's Next for ADA Price in the Coming Days! - Coinpedia Fintech News,cardano,0.20225270092487335,0.013586705550551414,0.013586705550551414
"Cardano (ADA-USD): Innovative, Reliable, and Truly Decentralized - TipRanks.com - TipRanks",cardano,0.5721067786216736,0.008106144145131111,0.008106144145131111
Here's a Projected Timeline for Cardano to Reach $3.10 Again - The Crypto Basic,cardano,0.11035327613353729,0.011259562335908413,0.011259562335908413
"Cardano: Predictions show ADA prices will hit $1, but when? - AMBCrypto News",cardano,0.05534675344824791,0.025301529094576836,0.025301529094576836
Cardano (ADA) Could Hit All-Time High of $3.10: Here's When - Watcher Guru,cardano,0.13338994979858398,0.016070105135440826,0.016070105135440826
Cardano Price Hold Above Key Support Sets the Next Recovery Leap to $1 - CoinGape,cardano,0.2922614514827728,0.049816910177469254,0.049816910177469254
This Is Why Cardano (ADA) Price Is Potentially on the Cusp of a 15% Correction - BeInCrypto,cardano,0.025412293151021004,0.9310271739959717,0.9310271739959717
Cardano Price Prediction: Here's how ADA Could Reach $1 Again - crypto.news,cardano,0.07871901243925095,0.013276183977723122,0.013276183977723122
Cardano Dips: Is Now The Perfect Time To Buy ADA Before The Next Mega Rally? – Analyst Answers - TradingView,cardano,0.06062007322907448,0.029384862631559372,0.029384862631559372
Cardano Price Analysis: How To Navigate ADA’s Roadmap To $1 In March - CoinGape,cardano,0.1043354719877243,0.015649134293198586,0.015649134293198586
Cardano Founder Donates Big to XRP Lawyer’s Senate Campaign - DailyCoin,cardano,0.1275939643383026,0.010534967295825481,0.010534967295825481
Cardano History: Key Milestones in the ADA Timeline - DailyCoin,cardano,0.13110123574733734,0.01063378993421793,0.01063378993421793
Can Cardano Reach $10 At Its Next All-time High? - CCN.com,cardano,0.34522557258605957,0.010720748454332352,0.010720748454332352
Cardano May Have Just Ignited Game-On Face For ‘$10 ADA Price’ In This Super Cycle - ZyCrypto,cardano,0.11860940605401993,0.023770049214363098,0.023770049214363098
Cardano (ADA): Does the Reward Outweigh the Risks? - InvestorsObserver,cardano,0.10648658126592636,0.011984065175056458,0.011984065175056458
No ADA? Cardano Founder Reacts to ADA’s Exclusion From New Grayscale Fund - U.Today,cardano,0.08489751815795898,0.24964077770709991,0.24964077770709991
Cardano News: Charles Hoskinson Reacts On ADA & Solana Price Comparison - CoinGape,cardano,0.05145854502916336,0.016263145953416824,0.016263145953416824
Cardano (ADA) Price Prediction for March 8 — TradingView News - TradingView,cardano,0.027310222387313843,0.02959577739238739,0.02959577739238739
"Cardano (ADA), Pepe Coin (PEPE), and Dogecoin (DOGE) Holders Rush into 100X Predicted DeeStream (DST ... - CryptoDaily",cardano,0.10578060895204544,0.013857051730155945,0.013857051730155945
"DailyCoin Cardano Regular: ADA Aims For $1, Charles Hoskinson Denies Ever Leaving Leadership Role - DailyCoin",cardano,0.03280407190322876,0.03395220264792442,0.03395220264792442
Cardano (ADA) Price Prediction: Mid-March 2024 - Watcher Guru,cardano,0.09860855340957642,0.036928676068782806,0.036928676068782806
"Here is When Cardano Could Reach $56, $68, $81, $100, $140, or $165 - The Crypto Basic",cardano,0.03789157792925835,0.02979336306452751,0.02979336306452751
Will Cardano’s (ADA) Price Hit $2 This Bull Season? - Coinpedia Fintech News,cardano,0.07193537056446075,0.017278192564845085,0.017278192564845085
Cardano (ADA) Price Prediction for March 8 - U.Today,cardano,0.058384351432323456,0.02448282763361931,0.02448282763361931
Forbes Spotlights Predictions on Cardano Price Prospect in 2024 - The Crypto Basic,cardano,0.10355188697576523,0.014527964405715466,0.014527964405715466
Cardano (ADA) Price Approaching ‘Key Resistance’: Can It Make It to $1 Before the End of Q1 2024? - Coinpedia Fintech News,cardano,0.6936312317848206,0.016825098544359207,0.016825098544359207
Key Cardano Priorities for March 2024 Co-Signed by ADA Creator - TradingView,cardano,0.05940232798457146,0.012486203573644161,0.012486203573644161
"Large cryptocurrencies climb on Dogecoin, Cardano increases - MarketWatch",cardano,0.8294621109962463,0.044693514704704285,0.044693514704704285
"Cardano (ADA) Price Trend Signals Massive 2,084% Upside - U.Today",cardano,0.4086715579032898,0.13106288015842438,0.13106288015842438
"Cardano (ADA) Poised to Thrive After Crypto Meltdown, Says Analyst - TradingView",cardano,0.9492478966712952,0.02138785645365715,0.02138785645365715
Cardano (ADA) Network Explodes as Growth Indicators Multiply - U.Today,cardano,0.8529998660087585,0.018984144553542137,0.018984144553542137
BlockDAG Heralds a New Era for DeFi Coins: Could it Go Head-to-Head with Cardano and Hedera? - CoinCodex,cardano,0.27863919734954834,0.009588791988790035,0.009588791988790035
Cardano Weekend Price Prediction: ADA Eyes $1 - Watcher Guru,cardano,0.15846657752990723,0.03453109413385391,0.03453109413385391
"Dogecoin Passes Cardano ADA, is Shiba Inu Next? - Watcher Guru",cardano,0.05334534868597984,0.030043378472328186,0.030043378472328186
Will Ripple (XRP) And Cardano (ADA) Price Hit ATH In 2024? - Coinpedia Fintech News,cardano,0.04376096650958061,0.04600086435675621,0.04600086435675621
"Cardano On-Chain Fundamentals Point To Massive Rally, Is $10 Possible? - NewsBTC",cardano,0.20307983458042145,0.017621004953980446,0.017621004953980446
Ethereum (ETH) Upsurge Elevates Kelexo (KLXO) Stage 2: Cardano (ADA) and Solana (SOL) Supporters Dominate ... - NewsBTC,cardano,0.8100372552871704,0.013600020669400692,0.013600020669400692
Cardano (ADA) Traders Join Frenzy: Pushd (PUSHD) Presale Capitalizing on Ethereum (ETH) and Bitcoin (BTC) Trends - Analytics Insight,cardano,0.16636589169502258,0.008162569254636765,0.008162569254636765
Cardano (ADA) Investors Displeased with 13% Gains Whilst Purchasing A.I. Token For 500x Gains - Crypto Reporter,cardano,0.010218470357358456,0.9571748971939087,0.9571748971939087
"Investors flock to KangaMoon, Cardano and Cosmos soaring - crypto.news",cardano,0.07799828052520752,0.011566410772502422,0.011566410772502422
The Next Bullrun Is Approaching Cardano (ADA) Investors Buy New 500x Token Before It Too Late - Crypto Reporter,cardano,0.06948032230138779,0.01260486152023077,0.01260486152023077
Why Investors from Cardano (ADA) and Bitcoin Cash (BCH) are Rushing to Get Into Stage One of the Raffle Coin (RAFF) - CryptoDaily,cardano,0.11023181676864624,0.017616715282201767,0.017616715282201767
"Ethereum's Surge, Shiba Inu, and Cardano Enthusiasts Drive Healix Protocol Momentum - Analytics Insight",cardano,0.35975751280784607,0.011192562989890575,0.011192562989890575
"Cardano (ADA) Volume Paints Dangerous Trend, Ethereum: Is There Problem? Solana (SOL) on Verge of Reversal - U.Today",cardano,0.04697709530591965,0.8725398182868958,0.8725398182868958
Anticipation Builds as 'Cardano Destroyer' Enters Stage 3 Priced at $0.0115 - Blockonomi,cardano,0.9191854000091553,0.013959769159555435,0.013959769159555435
"Cardano Active Addresses Spike to 76,000 as Price Looks to Break $0.80 - The Crypto Basic",cardano,0.8260302543640137,0.0416724719107151,0.0416724719107151
Cardano Explosion To $3 Price Looms In This Cycle As ADA Smashes Key Resistance - ZyCrypto,cardano,0.23917554318904877,0.12732011079788208,0.12732011079788208
Cardano Price Prediction: Can ADA Hit $1 in March? - BeInCrypto,cardano,0.12300679832696915,0.01515031885355711,0.01515031885355711
"Cardano Founder Describes ""Charles Derangement Syndrome"" — TradingView News - TradingView",cardano,0.023705927655100822,0.17501746118068695,0.17501746118068695
Cardano News: Charles Hoskinson Questions ADA's Absence From Grayscale Staking Fund - CoinGape,cardano,0.07228875905275345,0.04407326132059097,0.04407326132059097
PUSHD enters new presale stage; Cardano and Ripple rift - crypto.news,cardano,0.14290203154087067,0.010388839058578014,0.010388839058578014
Cardano Moves In A Range And Encounters Resistance At $0.80 - CoinIdol,cardano,0.8227888345718384,0.08177424222230911,0.08177424222230911
"Cardano bulls target $1, GFOX rising up meme coin rankings - crypto.news",cardano,0.1384117752313614,0.012579909525811672,0.012579909525811672
Crypto Whales Huddle to BlockDAG's Historic Presale Despite Solana and Cardano Reaching New Highs - Here's Why - Analytics Insight,cardano,0.7947192192077637,0.020851023495197296,0.020851023495197296
Cardano Climbs 16% As Investors Gain Confidence By Investing.com - Investing.com,cardano,0.8315861821174622,0.014110900461673737,0.014110900461673737
Cardano Moves Toward $0.80: Is $1 Imminent for ADA? - Watcher Guru,cardano,0.11183401197195053,0.03469529002904892,0.03469529002904892
"Top Cardano (ADA) Price Predictions: Is a 1,200% Incoming in the Short Term? - CryptoPotato",cardano,0.06385134160518646,0.019342809915542603,0.019342809915542603
"Raffle Coin project pioneers raffle market, attracting Cardano and USDC holders - crypto.news",cardano,0.5537297129631042,0.009437520988285542,0.009437520988285542
Cardano Dips: Is Now The Perfect Time To Buy ADA Before The Next Mega Rally? – Analyst Answers - NewsBTC,cardano,0.06329266726970673,0.023676326498389244,0.023676326498389244
Cardano Forecasted To Surge 123%: ADA To Hit $1 Next? - Watcher Guru,cardano,0.9361984729766846,0.017259759828448296,0.017259759828448296
Cardano [ADA] to $1? – Why memecoins might have a say - AMBCrypto News,cardano,0.1088816225528717,0.018133750185370445,0.018133750185370445
Will Cardano (ADA) Bounce Back in 2024? (Expert Analysis) - AMBCrypto Blog,cardano,0.11533595621585846,0.012923470698297024,0.012923470698297024
Can Cardano hit $10 this bull cycle? - AMBCrypto News,cardano,0.17485542595386505,0.011848624795675278,0.011848624795675278
"Bitcoin Rally Far From Over, Per Glassnode Cofounders; SHIB Lead Teases SHIB Army With Update, Charles ... - TradingView",cardano,0.5509868860244751,0.03507749363780022,0.03507749363780022
Cardano: Signs of a sustained rally or is it… - AMBCrypto News,cardano,0.3270513117313385,0.032714568078517914,0.032714568078517914
"Bitcoin (BTC) Price Volatility, Shiba Inu (SHIB) Advancements, Cardano (ADA) Predictions: Bits Recap March 7 - CryptoPotato",cardano,0.1144152581691742,0.017063280567526817,0.017063280567526817
Can You Sell Cardano (ADA) On Coinbase? Questions on Selling ADA on Coinbase – The Crypto Basic - The Crypto Basic,cardano,0.04674505442380905,0.015339323319494724,0.015339323319494724
Dogecoin (DOGE) Overtakes Cardano (ADA). Is Shiba Inu (SHIB) Next? - U.Today,cardano,0.05895631015300751,0.01972005143761635,0.01972005143761635
"Here's When Solana (SOL) Might Rally, Ethereum (ETH) Surges Again, Cardano (ADA) Volume Heralds New Heights - U.Today",cardano,0.8670291900634766,0.010928994044661522,0.010928994044661522
"Trader Predicts Breakout Rally for Under-the-Radar Altcoin, Says Cardano (ADA) Uptrend Looks Healthy - The Daily Hodl",cardano,0.9433059096336365,0.025692889466881752,0.025692889466881752
Pro-Ripple (XRP) Lawyer Running for US Senate Receives Support From Cardano’s Founder - CryptoPotato,cardano,0.33565378189086914,0.008016511797904968,0.008016511797904968
Cardano: Why analyst thinks ADA’s pullback is great for its price - AMBCrypto News,cardano,0.25664079189300537,0.02875109389424324,0.02875109389424324
Cardano Founder Says Here is When Alt Season Officially Starts - The Crypto Basic,cardano,0.0315740667283535,0.02591942436993122,0.02591942436993122
Charles Hoskinson Won't Leave Cardano and IOHK - U.Today,cardano,0.02631106786429882,0.036742277443408966,0.036742277443408966
Cardano (ADA) Adds $2 Billion in 24 Hours Amid 42% Volume Surge - U.Today,cardano,0.8897886276245117,0.013238575309515,0.013238575309515
"Cardano and Hedera may see gains, new altcoin rockets - crypto.news",cardano,0.8314632773399353,0.009773803874850273,0.009773803874850273
Cardano Price Prediction: Will ADA Price Hit $1 in the Coming Week? - Coinpedia Fintech News,cardano,0.061413463205099106,0.01739807426929474,0.01739807426929474
BDAG Beats Cardano Competitor RETIK &THORChain crypto - Crypto Reporter,cardano,0.5236397385597229,0.01264962274581194,0.01264962274581194
Cardano (ADA) Price Prediction 2024 - 2030 - The Tech Report,cardano,0.0523727610707283,0.017563117668032646,0.017563117668032646
Cardano Price Prediction: Breakout Run Eyes ADA Price At $1 - Coinpedia Fintech News,cardano,0.04391074925661087,0.024328099563717842,0.024328099563717842
A Parabolic Run Can Take Cardano to $10: Top Analyst - The Crypto Basic,cardano,0.043010856956243515,0.06153774634003639,0.06153774634003639
"Ether, Cardano, Solana, Shiba Inu Eying Gigantic Run as Crypto Market Enters Hope Phase - ZyCrypto",cardano,0.11223625391721725,0.02037995308637619,0.02037995308637619
"Pushd (PUSHD) Stage 5 Presale Gains Massive Momentum, Drawing Attention from Bitcoin (BTC) and Cardano (ADA ... - Analytics Insight",cardano,0.9308679699897766,0.014612186700105667,0.014612186700105667
3 Cryptocurrencies to Buy Hand Over Fist in March - The Motley Fool,cardano,0.07617714256048203,0.03235965222120285,0.03235965222120285
"Cardano (ADA), Moderate Volatility and Rising Thursday: Is it Time to Cash Out? - InvestorsObserver",cardano,0.11569354683160782,0.02547284960746765,0.02547284960746765
Cardano (ADA) To Break $8 In Bull Run: Analyst Predicts Timeline - NewsBTC,cardano,0.3628823161125183,0.02282601222395897,0.02282601222395897
"Is Ethereum (ETH) Next to Reach ATH? Solana (SOL) Finally Breaks Through, Will Cardano (ADA) Recover? - U.Today",cardano,0.3286931812763214,0.011483551003038883,0.011483551003038883
5000x ROIs- Here’s Why Cardano and Solana Holders are Shifting Focus to BlockDAG's Sensational Presale - NewsBTC,cardano,0.05990610644221306,0.032161369919776917,0.032161369919776917
Cardano (ADA) Price Gearing for 2000% Gains to $10 As Per Historical Chart - CoinGape,cardano,0.9236326217651367,0.015559716150164604,0.015559716150164604
Cardano Founder Backs John Deaton with Maximum Donation Against Senator Warren - The Crypto Basic,cardano,0.053688518702983856,0.5562167167663574,0.5562167167663574
"Sui Overtakes Aptos, Cardano in Value Locked; Sees $310M Inflow in 30 Days - CoinDesk",cardano,0.8525395393371582,0.08090873807668686,0.08090873807668686
Kelexo (KLXO) Presale Heats Up: Cardano (ADA) and Solana (SOL) Bulls Seek Diversification in P2P Lending - CoinGape,cardano,0.8825358152389526,0.007702390663325787,0.007702390663325787
"Google Bard and ChatGPT Predict When Cardano Will Hit $10, $20, and $30 - The Crypto Basic",cardano,0.05643891543149948,0.020712483674287796,0.020712483674287796
Cardano Price Escape From 22-Month Accumulation Sets a Rally Beyond $1 - CoinGape,cardano,0.8304867744445801,0.05107885226607323,0.05107885226607323
Massive Altseason Will Officially Start When This Happens: Cardano Founder Charles Hoskinson - ZyCrypto,cardano,0.03899307921528816,0.013718722388148308,0.013718722388148308
"Cardano (ADA) Whale Aims To Turn $100,000 Into $2,000,000 With A.I Tech Token Option2Trade (O2T) - Finbold - Finance in Bold",cardano,0.16814449429512024,0.0074113160371780396,0.0074113160371780396
Cardano (ADA) Price Targets $1 as Open Interest Doubles - crypto.news,cardano,0.04618861526250839,0.018707958981394768,0.018707958981394768
Kelexo (KLXO) Token Release Might be Considered by Altcoiners in March since Ethereum (ETH) and Cardano (ADA) Top Altcoins Recover Fast - U.Today,cardano,0.13119016587734222,0.014765285886824131,0.014765285886824131
BlockDAG outshines SEI crypto and Cardano price surge - AMBCrypto News,cardano,0.3755662739276886,0.04151357337832451,0.04151357337832451
Eclipsing Competition: DeeStream (DST) Presale Gains Traction as Cardano (ADA) & Chainlink (LINK) Tra ... - CoinGape,cardano,0.9496792554855347,0.018712129443883896,0.018712129443883896
Is SafeMoon Inu (SMI) Worth the Risk Friday? - InvestorsObserver,safemoon,0.07627853751182556,0.01648106426000595,0.01648106426000595
SEC says SafeMoon executives withdrew $200 million from crypto project to spend on McLarens and luxury homes - Fortune,safemoon,0.03960124030709267,0.06284993141889572,0.06284993141889572
SafeMoon executives charged in US with fraud related to crypto token - Reuters,safemoon,0.029891839250922203,0.4778083562850952,0.4778083562850952
SafeMoon CEO is out on bail but could lose his lawyers - Cointelegraph,safemoon,0.030772345140576363,0.6978670954704285,0.6978670954704285
"Crypto Firm SafeMoon Files for Chapter 7 Bankruptcy, SFM Plunges 42% - CoinDesk",safemoon,0.015953535214066505,0.8972722291946411,0.8972722291946411
SafeMoon Files for Bankruptcy: Is There Any Hope for Investors? - CCN.com,safemoon,0.035967715084552765,0.0335763618350029,0.0335763618350029
"SafeMoon V2 Price Prediction 2024, 2025: Is SFM A Good Investment For 2024? - Coinpedia Fintech News",safemoon,0.3367097079753876,0.009542726911604404,0.009542726911604404
Safemoon CEO's legal team seeks exit amid financial turmoil - crypto.news,safemoon,0.01817893795669079,0.6746714115142822,0.6746714115142822
SafeMoon files for bankruptcy amid fraud accusations - Salt Lake Tribune,safemoon,0.014045211486518383,0.8596923351287842,0.8596923351287842
SEC and DOJ Charge SafeMoon Cryptocurrency and its Executives For Multi-Million Dollar Fraud - JD Supra,safemoon,0.019983312115073204,0.723069965839386,0.723069965839386
Crypto Project SafeMoon Files for Bankruptcy After US Lawsuit - Bloomberg Law,safemoon,0.02333906665444374,0.5489764213562012,0.5489764213562012
SafeMoon SFM token drops 6% following $11 million liquidity drain - CryptoSlate,safemoon,0.009269260801374912,0.9726143479347229,0.9726143479347229
"SafeMoon files for bankruptcy, sending SFM tumbling - Blockworks",safemoon,0.012437157332897186,0.9128680229187012,0.9128680229187012
"SafeMoon Execs Arrested by DOJ in Fraud Investigation, Charged by SEC - CoinDesk",safemoon,0.028160911053419113,0.5321568846702576,0.5321568846702576
SafeMoon Inu (SMI) Down 0.01% Wednesday: What's Next? - InvestorsObserver,safemoon,0.01088937558233738,0.9429642558097839,0.9429642558097839
SafeMoon V2 Price Prediction 2024: What is SFM? - CCN.com,safemoon,0.022781554609537125,0.028077010065317154,0.028077010065317154
SafeMoon falls 31% in five hours after filing for Chapter 7 bankruptcy - Cointelegraph,safemoon,0.014497848227620125,0.9639458060264587,0.9639458060264587
Crypto Firm SafeMoon Files for Chapter 7 Bankruptcy: What You Need to Know - CoinDesk,safemoon,0.02530348114669323,0.05656905844807625,0.05656905844807625
What Does a Risk Analysis Say About SafeMoon Inu (SMI) Sunday? - InvestorsObserver,safemoon,0.030856242403388023,0.02425183355808258,0.02425183355808258
DeFi protocol SafeMoon files for bankruptcy amid SEC fraud charges - ReadWrite,safemoon,0.02379535138607025,0.43814617395401,0.43814617395401
SafeMoon CEO Finally Gets Bail In $300M Crypto Fraud Case - Law360,safemoon,0.10374108701944351,0.044905807822942734,0.044905807822942734
SafeMoon Unravels: Files for Bankruptcy amid Executives' Arrests - Finance Magnates,safemoon,0.014505088329315186,0.8512582778930664,0.8512582778930664
"Week in Crypto: SafeMoon Declares Bankruptcy, BONK Revives Solana's Phone, HTX Sees Massive Outflows - Yahoo Finance",safemoon,0.2452896535396576,0.21192127466201782,0.21192127466201782
SafeMoon Price Collapses Following Creator Arrest -- Is This the End of SFM? - CCN.com,safemoon,0.016893967986106873,0.5125864744186401,0.5125864744186401
Unknown entity drains $11.2m in liquidity via SafeMoon deployer contract - crypto.news,safemoon,0.066428042948246,0.021959561854600906,0.021959561854600906
SafeMoon accused of securities fraud in SEC lawsuit - Blockworks,safemoon,0.029093271121382713,0.5428832173347473,0.5428832173347473
Utah CEO of SafeMoon crypto company arrested on fraud charges - Salt Lake Tribune,safemoon,0.03263326734304428,0.4031122028827667,0.4031122028827667
"SafeMoon Executives Charged by SEC for Fraud and Money Laundering, Execs Arrested by DOJ - Yahoo Finance",safemoon,0.024275612086057663,0.6766901016235352,0.6766901016235352
SafeMoon addresses recent exploits amid SEC charges - Cointelegraph,safemoon,0.16819746792316437,0.022597653791308403,0.022597653791308403
"SafeMoon CEO Appears In NY, Denies Crypto Fraud Charges - Law360",safemoon,0.04781562089920044,0.09737419337034225,0.09737419337034225
Braden Karony of Utah crypto company SafeMoon arrested for fraud - Deseret News,safemoon,0.03537958115339279,0.3757264316082001,0.3757264316082001
SafeMoon Crashes by Over 50% as It Files for Chapter 7 Bankruptcy - Yahoo Finance,safemoon,0.011577513068914413,0.9662864208221436,0.9662864208221436
SEC charges SafeMoon and founders with crypto securities fraud - crypto.news,safemoon,0.019289469346404076,0.5978035926818848,0.5978035926818848
"SafeMoon executive team charged with multiple fraud counts, arrests made - Cointelegraph",safemoon,0.02591579407453537,0.8162641525268555,0.8162641525268555
Here's Why Safemoon (SFM) Price is Rising After Going Bankrupt - Bankless Times,safemoon,0.2432241290807724,0.09831012040376663,0.09831012040376663
Utah-based crypto company SafeMoon files for bankruptcy amid fraud charges - ABC4.com,safemoon,0.017982657998800278,0.5403813719749451,0.5403813719749451
"SafeMoon execs defrauded investors of millions, DOJ charges; SFM token plunges 55% - DLNews",safemoon,0.046480003744363785,0.8831722736358643,0.8831722736358643
SEC Charges SafeMoon and Executives for $200 Million Crypto Fraud - Milk Road,safemoon,0.018169719725847244,0.752813994884491,0.752813994884491
"SafeMoon Crashes Out, Creators Charged With Fraud -- A Tale of Bad Crypto Investment - CCN.com",safemoon,0.024456966668367386,0.1593145728111267,0.1593145728111267
From crypto wallets to jail cells: SafeMoon execs nabbed - Brooklyn Daily Eagle,safemoon,0.04773050919175148,0.020003946498036385,0.020003946498036385
Founders of SafeMoon cryptocurrency touted by Dave Portnoy accused of fraud - New York Post,safemoon,0.030010735616087914,0.09061845391988754,0.09061845391988754
"SafeMoon and executives charged by SEC, DOJ in alleged $200M fraud - CryptoSlate",safemoon,0.02357138879597187,0.6027316451072693,0.6027316451072693
Breaking: SafeMoon price crashes 30% after SEC charges its team with committing fraud - FXStreet,safemoon,0.013850645162165165,0.9594940543174744,0.9594940543174744
Safemoon Founders Indicted for Fraudulently Diverting Investor Funds – Bitcoin News - Bitcoin.com News,safemoon,0.022911492735147476,0.26006436347961426,0.26006436347961426
SafeMoon price crashes by 18% as it officially files for Chapter 7 bankruptcy - FXStreet,safemoon,0.014882034622132778,0.971198558807373,0.971198558807373
What is SafeMoon Inu (SMI)? - The Motley Fool,safemoon,0.026549670845270157,0.08910535275936127,0.08910535275936127
Crypto fraud arrests: is the industry's reputation ruined? - TechHQ,safemoon,0.01922326721251011,0.8086805939674377,0.8086805939674377
SafeMoon team criminally charged after buying Porsche with investor funds - Protos,safemoon,0.06465009599924088,0.4158082902431488,0.4158082902431488
SafeMoon hits record low as company files for Chapter 7 bankruptcy - CryptoSlate,safemoon,0.01311915460973978,0.9454501867294312,0.9454501867294312
Safemoon Files for Chapter 7 Bankruptcy Protection Amid Securities and Wire Fraud Charges – News Bitcoin News - Bitcoin.com News,safemoon,0.02157905139029026,0.14599066972732544,0.14599066972732544
"Crypto Token SafeMoon Founders Spent Investor Cash on Sports Cars, US Claims - Bloomberg",safemoon,0.034369003027677536,0.027663176879286766,0.027663176879286766
Does SafeMoon have a future? - Finbold - Finance in Bold,safemoon,0.07189604640007019,0.012438918463885784,0.012438918463885784
SafeMoon Bankruptcy Worsens: $11M+ Liquidity Drained - Cryptonews,safemoon,0.05029718577861786,0.573115885257721,0.573115885257721
Former SafeMoon Staff Warns of Red Flags After Firm Files for Chapter 7 Bankruptcy - Milk Road,safemoon,0.012277144938707352,0.9557663202285767,0.9557663202285767
SafeMoon CEO bail release goes on hold after Feds cite flight risk - Cointelegraph,safemoon,0.010820934548974037,0.8951666951179504,0.8951666951179504
SEC Charges Crypto Company SafeMoon and its Executive Team for Fraud - Contra Costa News,safemoon,0.015709741041064262,0.8580050468444824,0.8580050468444824
SFM Plunges as SafeMoon Files for Chapter 7 Bankruptcy - CoinDesk,safemoon,0.01445451844483614,0.9411993622779846,0.9411993622779846
SafeMoon Files For Chapter 7 Bankruptcy - Watcher Guru,safemoon,0.011280852369964123,0.8837469220161438,0.8837469220161438
"SafeMoon Not So Safe, SEC, FBI Allege Brazen Fraud - DailyCoin",safemoon,0.03419031202793121,0.13445687294006348,0.13445687294006348
"SafeMoon Price Prediction for 2024, 2025, 2030 - Techopedia",safemoon,0.03606607764959335,0.029073715209960938,0.029073715209960938
SafeMoon Inu (SMI) Up 0.12% Tuesday: What's Next? - InvestorsObserver,safemoon,0.7015573978424072,0.05096045508980751,0.05096045508980751
Safemoon Crypto Project Hacked: Attackers Steal $8.9M Using Publicly-Available Token Burn Function – Here's the ... - Cryptonews,safemoon,0.03368379548192024,0.04621978476643562,0.04621978476643562
"SEC Sues SafeMoon, Officers for Crypto Asset Securities Fraud - Bloomberg Law",safemoon,0.02142459712922573,0.6502470374107361,0.6502470374107361
SafeMoon hacker's use of centralized exchanges could help law enforcement — Match Systems - Cointelegraph,safemoon,0.32227808237075806,0.007293528411537409,0.007293528411537409
Crypto Coder Denies SafeMoon Fraud As Feds Eye Plea Talks - Law360,safemoon,0.060547128319740295,0.07333644479513168,0.07333644479513168
US Government Arrests Founders of SafeMoon Crypto Token - Watcher Guru,safemoon,0.023755742236971855,0.8193590044975281,0.8193590044975281
SEC Charges Against SafeMoon Continue Trend of Increased Crypto Enforcement by the Agency - The National Law Review,safemoon,0.10774499177932739,0.0915723368525505,0.0915723368525505
"SafeMoon Files for Bankruptcy, SFM Token Crashes 50% to All-Time Low - Decrypt",safemoon,0.03276782110333443,0.9322673678398132,0.9322673678398132
SafeMoon CEO arrested for money laundering and conspiracy charges - KSLTV,safemoon,0.021038206294178963,0.7101463675498962,0.7101463675498962
SafeMoon Vows to Keep Building Despite Damning Fraud Charges - DailyCoin,safemoon,0.21253983676433563,0.029410645365715027,0.029410645365715027
Crypto Company SafeMoon Files for Bankruptcy Following Founder and Executives’ Indictment on Fraud Charges Last Month - The Daily Hodl,safemoon,0.014590319246053696,0.9156133532524109,0.9156133532524109
"SafeMoon Founders Arrested as DOJ Unseals Indictment, SEC Files Charges - Decrypt",safemoon,0.01789000630378723,0.5771215558052063,0.5771215558052063
SEC Charges SafeMoon Team With Orchestrating Crypto Grand Fraud - Nasdaq,safemoon,0.023663291707634926,0.580389678478241,0.580389678478241
SafeMoon Files for Chapter 7 Bankruptcy; Bitcoin's Reaction to Central Bank Moves - CoinDesk,safemoon,0.09466076642274857,0.09505154192447662,0.09505154192447662
SafeMoon Founder Granted Bail Despite Gov't Protest - Law360,safemoon,0.3186200261116028,0.045910924673080444,0.045910924673080444
SafeMoon Founders and Executives Charged in Multi-Million Dollar International Fraud Scheme - TechBuzz Tech News,safemoon,0.029850780963897705,0.3887866139411926,0.3887866139411926
Crypto Firm SafeMoon Files Ch. 7 After Exec Indictments - Law360,safemoon,0.022160151973366737,0.25226178765296936,0.25226178765296936
SafeMoon CEO John Karony's bail postponed while courts assess level of flight risk - CryptoSlate,safemoon,0.02681768871843815,0.5249404311180115,0.5249404311180115
"Coinbase, Ledger, Trump, SafeMoon, NFT Trader: Weekly Recap - crypto.news",safemoon,0.026876764371991158,0.02974878065288067,0.02974878065288067
SafeMoon Slumps Another 36% After Company Files for Bankruptcy - The Crypto Basic,safemoon,0.012144302017986774,0.9712537527084351,0.9712537527084351
"Safemoon Files For Chapter 7 Bankruptcy, Market Value Crashes - Coinpedia Fintech News",safemoon,0.02199389971792698,0.1350044459104538,0.1350044459104538
